# Time-averaged data for fix flux
# TimeStep c_jVz c_jQzIon c_jQzNa c_jVzIon c_jVzAvg c_jVzAvg_spce
3920000 4450.35 2.80803 2.80803 2.80803 18.6207 18.766
3930000 -569.947 5.98828 5.98828 5.98828 -2.38471 -2.43011
3940000 -4079.95 -10.4557 -10.4557 -10.4557 -17.0709 -17.1709
3950000 5052.52 7.59261 7.59261 7.59261 21.1402 21.2866
3960000 -3283.46 13.2699 13.2699 13.2699 -13.7383 -13.9103
3970000 -5916.91 -44.6078 -44.6078 -44.6078 -24.7569 -24.7776
3980000 -1634.01 -8.97257 -8.97257 -8.97257 -6.83686 -6.8567
3990000 -725.67 -1.4547 -1.4547 -1.4547 -3.03627 -3.05576
4000000 -920.353 0.182429 0.182429 0.182429 -3.85085 -3.88412
4010000 1185.16 1.78003 1.78003 1.78003 4.95883 4.99317
4020000 -1092.13 -1.21075 -1.21075 -1.21075 -4.56957 -4.60302
4030000 14242.4 45.2624 45.2624 45.2624 59.5917 59.9036
4040000 -8269.14 -15.2221 -15.2221 -15.2221 -34.5989 -34.8267
4050000 3102.92 11.3957 11.3957 11.3957 12.9829 13.0444
4060000 888.954 -1.43723 -1.43723 -1.43723 3.71947 3.75692
4070000 2809.3 5.97685 5.97685 5.97685 11.7544 11.8284
4080000 1510.46 -0.752059 -0.752059 -0.752059 6.31992 6.37643
4090000 -4720.39 6.91137 6.91137 6.91137 -19.7506 -19.9464
4100000 -2244.34 -32.9783 -32.9783 -32.9783 -9.39055 -9.33065
4110000 4196.25 24.0882 24.0882 24.0882 17.5575 17.6041
4120000 452.698 9.30947 9.30947 9.30947 1.89413 1.87084
4130000 -2842.7 -4.70723 -4.70723 -4.70723 -11.8941 -11.9746
4140000 2163.49 -1.451 -1.451 -1.451 9.05226 9.13478
4150000 -2890.66 -4.91123 -4.91123 -4.91123 -12.0948 -12.1761
4160000 -2673.73 -9.8006 -9.8006 -9.8006 -11.1871 -11.2402
4170000 4648.43 9.26518 9.26518 9.26518 19.4495 19.5746
4180000 1350.88 -2.37241 -2.37241 -2.37241 5.65223 5.70994
4190000 -4524.95 -2.48043 -2.48043 -2.48043 -18.9329 -19.0822
4200000 3196.09 6.86249 6.86249 6.86249 13.3727 13.4566
4210000 2147.14 1.30303 1.30303 1.30303 8.98386 9.05417
4220000 -7012.61 -31.4558 -31.4558 -31.4558 -29.3415 -29.4564
4230000 3987.29 -2.26743 -2.26743 -2.26743 16.6832 16.8336
4240000 3502.52 36.0753 36.0753 36.0753 14.6549 14.6264
4250000 4579.26 -6.12845 -6.12845 -6.12845 19.1601 19.3476
4260000 -3139.05 0.25614 0.25614 0.25614 -13.1341 -13.246
4270000 -916.697 0.846698 0.846698 0.846698 -3.83555 -3.87149
4280000 -2465.91 -15.5334 -15.5334 -15.5334 -10.3176 -10.3392
4290000 4397.82 10.8096 10.8096 10.8096 18.4009 18.5106
4300000 -1388.69 2.44368 2.44368 2.44368 -5.8104 -5.86975
4310000 2626.28 2.42309 2.42309 2.42309 10.9886 11.0711
4320000 88.4384 3.29675 3.29675 3.29675 0.370035 0.359247
4330000 -1030 1.41503 1.41503 1.41503 -4.30963 -4.35197
4340000 -887.316 -0.781788 -0.781788 -0.781788 -3.71262 -3.74065
4350000 -674.017 -11.1853 -11.1853 -11.1853 -2.82016 -2.79676
4360000 2014.67 9.98182 9.98182 9.98182 8.42958 8.4586
4370000 -1240.41 -13.0084 -13.0084 -13.0084 -5.18999 -5.1789
4380000 -1827.43 6.24829 6.24829 6.24829 -7.64613 -7.73702
4390000 -352.026 6.11001 6.11001 6.11001 -1.47291 -1.51112
4400000 1371.14 -1.72003 -1.72003 -1.72003 5.737 5.79267
4410000 2154.34 -8.16156 -8.16156 -8.16156 9.01397 9.12447
4420000 400.322 12.9089 12.9089 12.9089 1.67499 1.63465
4430000 -7770.61 -27.4427 -27.4427 -27.4427 -32.513 -32.6716
4440000 3138.51 -3.36802 -3.36802 -3.36802 13.1318 13.2569
4450000 613.402 26.4226 26.4226 26.4226 2.56653 2.47671
4460000 1820.82 -11.1565 -11.1565 -11.1565 7.61851 7.72987
4470000 -95.8929 6.63177 6.63177 6.63177 -0.401226 -0.432594
4480000 3360.65 8.16441 8.16441 8.16441 14.0613 14.1455
4490000 -580.166 -7.00044 -7.00044 -7.00044 -2.42747 -2.41842
4500000 -6264.1 -19.8992 -19.8992 -19.8992 -26.2096 -26.3468
4510000 2892.63 12.8146 12.8146 12.8146 12.1031 12.1511
4520000 4140.55 9.20356 9.20356 9.20356 17.3245 17.4318
4530000 -3860.53 6.24959 6.24959 6.24959 -16.1529 -16.3155
4540000 1306.4 -10.5037 -10.5037 -10.5037 5.46613 5.55657
4550000 -1462.05 4.69366 4.69366 4.69366 -6.11737 -6.1888
4560000 3859.41 5.16121 5.16121 5.16121 16.1482 16.2627
4570000 -864.633 -2.61999 -2.61999 -2.61999 -3.61771 -3.63719
4580000 2899.37 2.8702 2.8702 2.8702 12.1312 12.2215
4590000 -6922.13 -7.46317 -7.46317 -7.46317 -28.9629 -29.1758
4600000 1345.51 -13.2857 -13.2857 -13.2857 5.62973 5.7333
4610000 3801.46 16.2156 16.2156 16.2156 15.9057 15.9715
4620000 -11388.7 -16.3511 -16.3511 -16.3511 -47.6513 -47.9844
4630000 1460.51 5.00191 5.00191 5.00191 6.11093 6.1414
4640000 4347.62 20.4368 20.4368 20.4368 18.1909 18.2581
4650000 51.6074 -16.2682 -16.2682 -16.2682 0.21593 0.286395
4660000 -6686.55 3.10961 3.10961 3.10961 -27.9772 -28.2264
4670000 3038.47 -15.2706 -15.2706 -15.2706 12.7132 12.885
4680000 -5223.23 -14.0521 -14.0521 -14.0521 -21.8545 -21.9797
4690000 3836.59 32.2688 32.2688 32.2688 16.0527 16.052
4700000 2569.95 0.185696 0.185696 0.185696 10.7529 10.8429
4710000 -347.904 -5.04414 -5.04414 -5.04414 -1.45567 -1.44667
4720000 1128.16 9.33675 9.33675 9.33675 4.72032 4.72076
4730000 -427.758 -6.19567 -6.19567 -6.19567 -1.78978 -1.77874
4740000 -23.8374 2.17115 2.17115 2.17115 -0.099738 -0.109741
4750000 -2673.31 -21.7672 -21.7672 -21.7672 -11.1854 -11.1879
4760000 -4398.71 -8.6593 -8.6593 -8.6593 -18.4046 -18.5234
4770000 9471.87 42.0642 42.0642 42.0642 39.6312 39.7882
4780000 -6662.64 -17.1655 -17.1655 -17.1655 -27.8771 -28.04
4790000 -1818.4 5.02825 5.02825 5.02825 -7.60837 -7.6938
4800000 7263.26 1.1234 1.1234 1.1234 30.3902 30.6419
4810000 -239.111 -2.80004 -2.80004 -2.80004 -1.00046 -0.997091
4820000 -8221.49 -24.2661 -24.2661 -24.2661 -34.3996 -34.5875
4830000 4974.83 26.9846 26.9846 26.9846 20.8152 20.877
4840000 -2011.02 -19.3006 -19.3006 -19.3006 -8.41431 -8.40388
4850000 6669.55 24.9887 24.9887 24.9887 27.9061 28.0361
4860000 -2468.48 -6.602 -6.602 -6.602 -10.3284 -10.3877
4870000 958.302 2.66412 2.66412 2.66412 4.00963 4.03223
4880000 -2133.48 -8.62034 -8.62034 -8.62034 -8.9267 -8.96566
4890000 1572.25 4.04739 4.04739 4.04739 6.57844 6.61687
4900000 470.612 2.88309 2.88309 2.88309 1.96909 1.97354
4910000 -1551.17 -32.6922 -32.6922 -32.6922 -6.49026 -6.40709
4920000 -17.6705 29.3961 29.3961 29.3961 -0.073935 -0.198593
4930000 -526.76 7.97219 7.97219 7.97219 -2.20402 -2.25625
4940000 -1426.68 -4.11676 -4.11676 -4.11676 -5.96936 -6.00236
4950000 807.03 -2.37802 -2.37802 -2.37802 3.3767 3.41522
4960000 -1428.88 6.7724 6.7724 6.7724 -5.97859 -6.05762
4970000 2212.21 -0.492212 -0.492212 -0.492212 9.25612 9.33631
4980000 -4639.86 -23.1909 -23.1909 -23.1909 -19.4137 -19.4796
4990000 -2894.01 -16.0524 -16.0524 -16.0524 -12.1088 -12.1433
5000000 -22.6733 0.510898 0.510898 0.510898 -0.0948674 -0.0978237
5010000 9779 29.7824 29.7824 29.7824 40.9163 41.1359
5020000 -2341.73 3.48681 3.48681 3.48681 -9.79805 -9.89545
5030000 1386.48 5.24428 5.24428 5.24428 5.80116 5.82798
5040000 -692.053 -18.2258 -18.2258 -18.2258 -2.89562 -2.84315
5050000 1267.08 14.2595 14.2595 14.2595 5.30158 5.28616
5060000 -2278.93 -0.227272 -0.227272 -0.227272 -9.53526 -9.61477
5070000 642.598 -4.70774 -4.70774 -4.70774 2.68869 2.73125
5080000 2456.94 0.0607692 0.0607692 0.0607692 10.2801 10.3666
5090000 -3180.46 2.04721 2.04721 2.04721 -13.3074 -13.4283
5100000 -110.995 6.26553 6.26553 6.26553 -0.464414 -0.49477
5110000 11.2484 -10.2608 -10.2608 -10.2608 0.0470643 0.0907561
5120000 -2445.61 -13.2017 -13.2017 -13.2017 -10.2327 -10.2633
5130000 4794.74 16.5139 16.5139 16.5139 20.0617 20.1613
5140000 -2752.76 -14.6047 -14.6047 -14.6047 -11.5178 -11.5534
5150000 463.664 12.0237 12.0237 12.0237 1.94002 1.90565
5160000 4025.79 6.03945 6.03945 6.03945 16.8443 16.961
5170000 -715.768 2.14056 2.14056 2.14056 -2.99485 -3.02915
5180000 -10290 -28.7268 -28.7268 -28.7268 -43.0545 -43.2966
5190000 12743.2 30.7135 30.7135 30.7135 53.3188 53.6391
5200000 -2539.57 -7.43782 -7.43782 -7.43782 -10.6258 -10.6841
5210000 189.524 6.25443 6.25443 6.25443 0.792988 0.77329
5220000 -1064.89 -5.62836 -5.62836 -5.62836 -4.4556 -4.46945
5230000 -1222.73 -2.42535 -2.42535 -2.42535 -5.11604 -5.14898
5240000 188.063 10.7627 10.7627 10.7627 0.786874 0.748102
5250000 1188.71 -0.774345 -0.774345 -0.774345 4.97369 5.01893
5260000 2142.01 -9.48655 -9.48655 -9.48655 8.96238 9.07804
5270000 -4937.94 8.42372 8.42372 8.42372 -20.6608 -20.8707
5280000 -224.504 -7.62468 -7.62468 -7.62468 -0.939349 -0.915104
5290000 223.711 -15.4026 -15.4026 -15.4026 0.936028 1.00892
5300000 6505.9 14.9481 14.9481 14.9481 27.2214 27.388
5310000 1807.84 4.01714 4.01714 4.01714 7.5642 7.61108
5320000 -50.3379 7.41855 7.41855 7.41855 -0.210619 -0.243698
5330000 3866.05 -4.99392 -4.99392 -4.99392 16.1759 16.3335
5340000 -7402.76 -21.4948 -21.4948 -21.4948 -30.9739 -31.1446
5350000 2587.45 19.8521 19.8521 19.8521 10.8262 10.8338
5360000 -1392.45 3.92306 3.92306 3.92306 -5.82616 -5.89188
5370000 4003.24 -5.05952 -5.05952 -5.05952 16.7499 16.9126
5380000 -1085.42 3.97875 3.97875 3.97875 -4.5415 -4.59661
5390000 -1798.29 -0.91812 -0.91812 -0.91812 -7.52421 -7.58383
5400000 -1334.82 -3.63799 -3.63799 -3.63799 -5.58504 -5.61682
5410000 1274.57 -2.85605 -2.85605 -2.85605 5.33292 5.38997
5420000 1560.92 7.23242 7.23242 7.23242 6.53105 6.55565
5430000 -1732.72 -2.36725 -2.36725 -2.36725 -7.24986 -7.30105
5440000 -6.35299 -1.82769 -1.82769 -1.82769 -0.0265816 -0.0190941
5450000 1203.29 3.33397 3.33397 3.33397 5.03469 5.06311
5460000 479.253 -6.09598 -6.09598 -6.09598 2.00524 2.04788
5470000 -948.176 7.57052 7.57052 7.57052 -3.96727 -4.03269
5480000 2181.11 -5.22995 -5.22995 -5.22995 9.12597 9.22505
5490000 -8518.54 -15.4047 -15.4047 -15.4047 -35.6424 -35.8782
5500000 5692.71 14.8069 14.8069 14.8069 23.8189 23.9574
5510000 -726.279 -0.96283 -0.96283 -0.96283 -3.03882 -3.0604
5520000 -1101.13 -4.10834 -4.10834 -4.10834 -4.60722 -4.62877
5530000 -403.779 5.64335 5.64335 5.64335 -1.68945 -1.72752
5540000 5097.52 6.29909 6.29909 6.29909 21.3285 21.482
5550000 -3200.17 -13.1142 -13.1142 -13.1142 -13.3898 -13.4475
5560000 -3213.69 4.46865 4.46865 4.46865 -13.4464 -13.5787
5570000 3655.88 6.97681 6.97681 6.97681 15.2966 15.3962
5580000 3154.08 -3.43264 -3.43264 -3.43264 13.197 13.3228
5590000 -3782.76 6.38519 6.38519 6.38519 -15.8274 -15.9879
5600000 650.253 -11.5513 -11.5513 -11.5513 2.72073 2.79243
5610000 -1084.66 8.69729 8.69729 8.69729 -4.53835 -4.61334
5620000 1091.26 -8.74765 -8.74765 -8.74765 4.56593 4.64137
5630000 -333.354 6.2721 6.2721 6.2721 -1.39479 -1.43302
5640000 2407.42 -9.07097 -9.07097 -9.07097 10.0729 10.1962
5650000 936.09 18.8037 18.8037 18.8037 3.9167 3.87041
5660000 -1762.68 -4.2226 -4.2226 -4.2226 -7.37524 -7.41966
5670000 -441.285 -10.4261 -10.4261 -10.4261 -1.84638 -1.81797
5680000 -521.692 8.35774 8.35774 8.35774 -2.18281 -2.2365
5690000 -2865.41 -18.2817 -18.2817 -18.2817 -11.9892 -12.0132
5700000 -179.128 -3.28674 -3.28674 -3.28674 -0.749491 -0.741948
5710000 6051.17 19.4904 19.4904 19.4904 25.3187 25.4501
5720000 -4534.39 -14.4304 -14.4304 -14.4304 -18.9724 -19.0716
5730000 1395.01 5.80938 5.80938 5.80938 5.83687 5.86162
5740000 220.367 8.72726 8.72726 8.72726 0.922036 0.892993
5750000 125.38 -2.70442 -2.70442 -2.70442 0.524602 0.54044
5760000 7245.73 107.776 107.776 107.776 30.3169 30.1179
5770000 33326.7 145.305 145.305 145.305 139.442 140.006
5780000 -3589.03 20.9773 20.9773 20.9773 -15.0169 -15.2321
5790000 -2922.14 -38.222 -38.222 -38.222 -12.2265 -12.1684
5800000 5960.48 37.1592 37.1592 37.1592 24.9392 24.9929
5810000 -2628.46 -23.0793 -23.0793 -23.0793 -10.9978 -10.9932
5820000 -1522.38 0.454282 0.454282 0.454282 -6.3698 -6.42547
5830000 2678.59 14.9044 14.9044 14.9044 11.2075 11.2392
5840000 6487.98 35.6422 35.6422 35.6422 27.1463 27.225
5850000 -5450.98 0.108111 0.108111 0.108111 -22.8075 -23.0004
5860000 6866.42 40.9857 40.9857 40.9857 28.7298 28.7993
5870000 3561.04 16.7315 16.7315 16.7315 14.8998 14.9549
5880000 -4504.06 -4.57309 -4.57309 -4.57309 -18.8454 -18.9852
5890000 185.327 14.8561 14.8561 14.8561 0.775426 0.719286
5900000 -1962.53 -8.17162 -8.17162 -8.17162 -8.21144 -8.24625
5910000 8833.09 62.5288 62.5288 62.5288 36.9585 37.0066
5920000 571.768 24.3162 24.3162 24.3162 2.39233 2.30992
5930000 5521.51 35.8272 35.8272 35.8272 23.1025 23.1463
5940000 -6.62484 -3.06167 -3.06167 -3.06167 -0.027719 -0.0150345
5950000 2009.59 20.8545 20.8545 20.8545 8.40833 8.3913
5960000 1422.6 28.2631 28.2631 28.2631 5.95231 5.88329
5970000 4478.31 37.282 37.282 37.282 18.7377 18.7385
5980000 362.562 6.13958 6.13958 6.13958 1.517 1.50389
5990000 3560.98 47.9612 47.9612 47.9612 14.8995 14.8229
6000000 4156.28 20.6317 20.6317 20.6317 17.3903 17.45
6010000 13945.3 55.1307 55.1307 55.1307 58.3486 58.6083
6020000 1497.18 -3.11734 -3.11734 -3.11734 6.26437 6.33039
6030000 3938.05 24.9836 24.9836 24.9836 16.4772 16.5108
6040000 35979.6 149.447 149.447 149.447 150.542 151.182
6050000 12481.4 92.1428 92.1428 92.1428 52.2233 52.2752
6060000 2675.33 35.9773 35.9773 35.9773 11.1938 11.1365
6070000 21057.6 79.6723 79.6723 79.6723 88.1069 88.5143
6080000 6429.77 53.3621 53.3621 53.3621 26.9028 26.9047
6090000 9574.75 18.1082 18.1082 18.1082 40.0617 40.3234
6100000 1205.57 -21.2261 -21.2261 -21.2261 5.04421 5.17634
6110000 9021.36 64.7938 64.7938 64.7938 37.7463 37.7914
6120000 9467.48 19.5077 19.5077 19.5077 39.6129 39.8649
6130000 3799.26 17.5413 17.5413 17.5413 15.8965 15.9566
6140000 4156.96 49.4192 49.4192 49.4192 17.3932 17.3314
6150000 97.0102 -6.83204 -6.83204 -6.83204 0.4059 0.438153
6160000 2472.49 5.09756 5.09756 5.09756 10.3451 10.4109
6170000 6654.23 6.60761 6.60761 6.60761 27.842 28.049
6180000 7809.19 71.0845 71.0845 71.0845 32.6744 32.6502
6190000 -1978.47 12.178 12.178 12.178 -8.27811 -8.39935
6200000 3752.5 -1.78957 -1.78957 -1.78957 15.7008 15.8409
6210000 1797.34 12.7726 12.7726 12.7726 7.52024 7.52981
6220000 9260.69 47.788 47.788 47.788 38.7477 38.873
6230000 11996.8 16.7047 16.7047 16.7047 50.1958 50.549
6240000 9732.58 89.2533 89.2533 89.2533 40.7221 40.6891
6250000 7790.52 16.7012 16.7012 16.7012 32.5963 32.8009
6260000 4106.71 20.5488 20.5488 20.5488 17.1829 17.2412
6270000 -2466.78 30.3437 30.3437 30.3437 -10.3212 -10.5364
6280000 14328.4 68.5548 68.5548 68.5548 59.9513 60.168
6290000 7203.22 25.6085 25.6085 25.6085 30.139 30.2853
6300000 9469.81 71.9037 71.9037 71.9037 39.6226 39.6536
6310000 20315.9 84.709 84.709 84.709 85.0037 85.3636
6320000 25337.9 88.5595 88.5595 88.5595 106.016 106.537
6330000 7756.03 29.6054 29.6054 29.6054 32.452 32.6009
6340000 8785.48 39.5092 39.5092 39.5092 36.7593 36.9028
6350000 -4334.3 -7.53585 -7.53585 -7.53585 -18.1352 -18.2564
6360000 1434.51 10.1621 10.1621 10.1621 6.00213 6.0099
6370000 899.369 -7.15529 -7.15529 -7.15529 3.76305 3.825
6380000 -787.466 -7.46174 -7.46174 -7.46174 -3.29484 -3.29116
6390000 1037.8 9.79256 9.79256 9.79256 4.34227 4.3376
6400000 951.458 -2.10267 -2.10267 -2.10267 3.981 4.02346
6410000 -517.725 -3.29752 -3.29752 -3.29752 -2.16621 -2.17058
6420000 328.692 2.41233 2.41233 2.41233 1.37528 1.37671
6430000 438.039 4.5469 4.5469 4.5469 1.8328 1.82908
6440000 960.52 6.78778 6.78778 6.78778 4.01891 4.02419
6450000 -64.8964 -9.98225 -9.98225 -9.98225 -0.271533 -0.231705
6460000 473.784 10.2533 10.2533 10.2533 1.98236 1.95583
6470000 -7357.47 -49.9935 -49.9935 -49.9935 -30.7844 -30.8332
6480000 15458.5 48.1806 48.1806 48.1806 64.6798 65.0223
6490000 -11041.5 -32.7225 -32.7225 -32.7225 -46.1986 -46.4504
6500000 6600.56 19.145 19.145 19.145 27.6174 27.7697
6510000 419.696 4.36742 4.36742 4.36742 1.75605 1.75244
6520000 -1224.48 -2.52444 -2.52444 -2.52444 -5.12335 -5.15593
6530000 -2014.02 -0.152362 -0.152362 -0.152362 -8.42688 -8.49735
6540000 1976.98 6.71772 6.71772 6.71772 8.27189 8.31335
6550000 204.412 5.64005 5.64005 5.64005 0.855279 0.838699
6560000 163.906 -10.1637 -10.1637 -10.1637 0.685798 0.73447
6570000 546.444 2.82553 2.82553 2.82553 2.28638 2.29375
6580000 -592.936 -8.54738 -8.54738 -8.54738 -2.4809 -2.46577
6590000 -1625.04 7.92757 7.92757 7.92757 -6.79932 -6.89014
6600000 2404.32 -0.0645918 -0.0645918 -0.0645918 10.0599 10.1451
6610000 93.6452 5.45013 5.45013 5.45013 0.391821 0.372131
6620000 1322.51 -5.87547 -5.87547 -5.87547 5.53352 5.60501
6630000 -707.814 3.36488 3.36488 3.36488 -2.96157 -3.00076
6640000 454.181 -9.8365 -9.8365 -9.8365 1.90034 1.95788
6650000 -2286.08 5.55297 5.55297 5.55297 -9.5652 -9.66935
6660000 126.307 2.58947 2.58947 2.58947 0.52848 0.522013
6670000 1357.7 0.843944 0.843944 0.843944 5.68076 5.72513
6680000 31.9455 -6.56228 -6.56228 -6.56228 0.133663 0.16248
6690000 -1317.29 -0.8975 -0.8975 -0.8975 -5.51169 -5.55441
6700000 -2045.22 0.5669 0.5669 0.5669 -8.55739 -8.632
6710000 3365.23 -6.83379 -6.83379 -6.83379 14.0805 14.2281
6720000 705.129 11.4634 11.4634 11.4634 2.95033 2.92686
6730000 -2213.33 -0.561099 -0.561099 -0.561099 -9.26079 -9.33657
6740000 3217.97 -3.72834 -3.72834 -3.72834 13.4643 13.5937
6750000 -2689.52 5.54921 5.54921 5.54921 -11.2532 -11.3716
6760000 -348.916 1.77761 1.77761 1.77761 -1.4599 -1.47972
6770000 3356.86 8.86447 8.86447 8.86447 14.0454 14.1266
6780000 -393.864 -11.8912 -11.8912 -11.8912 -1.64797 -1.6117
6790000 -4448.96 -3.085 -3.085 -3.085 -18.6149 -18.759
6800000 -1533.49 -12.6739 -12.6739 -12.6739 -6.41629 -6.41696
6810000 5069.22 16.7718 16.7718 16.7718 21.2101 21.3183
6820000 -1320.55 -2.19154 -2.19154 -2.19154 -5.52533 -5.56271
6830000 1235.5 2.61188 2.61188 2.61188 5.16945 5.20205
6840000 -1351.87 -6.54662 -6.54662 -6.54662 -5.65635 -5.67646
6850000 491.832 11.4874 11.4874 11.4874 2.05787 2.02677
6860000 1196.86 -7.54419 -7.54419 -7.54419 5.00777 5.08186
6870000 -1288.68 -4.65603 -4.65603 -4.65603 -5.39196 -5.41781
6880000 747.484 9.14467 9.14467 9.14467 3.12755 3.11535
6890000 -884.231 -3.38475 -3.38475 -3.38475 -3.69971 -3.71665
6900000 234.088 -0.0245574 -0.0245574 -0.0245574 0.979446 0.987815
6910000 1581.67 2.265 2.265 2.265 6.61786 6.66415
6920000 -4294.01 -12.4382 -12.4382 -12.4382 -17.9666 -18.0657
6930000 414.158 -1.13815 -1.13815 -1.13815 1.73288 1.7523
6940000 1405.44 -0.258833 -0.258833 -0.258833 5.88048 5.9312
6950000 -394.179 4.36519 4.36519 4.36519 -1.64928 -1.68162
6960000 557.438 -0.373329 -0.373329 -0.373329 2.33238 2.35363
6970000 -635.635 8.66761 8.66761 8.66761 -2.65956 -2.71858
6980000 1209.64 -2.94935 -2.94935 -2.94935 5.06125 5.11641
6990000 928.878 -1.46193 -1.46193 -1.46193 3.88652 3.92549
7000000 761.328 20.529 20.529 20.529 3.18547 3.12574
7010000 192.788 -0.973436 -0.973436 -0.973436 0.806644 0.817558
7020000 19.3357 -3.5376 -3.5376 -3.5376 0.0809025 0.0965118
7030000 -2531.5 3.51817 3.51817 3.51817 -10.592 -10.6963
7040000 -2512.41 -12.5715 -12.5715 -12.5715 -10.5122 -10.5478
7050000 4479.37 -1.26253 -1.26253 -1.26253 18.7421 18.9056
7060000 -705.053 -3.17376 -3.17376 -3.17376 -2.95001 -2.96152
7070000 -1541.33 5.04723 5.04723 5.04723 -6.44906 -6.52478
7080000 -1919.44 -4.87157 -4.87157 -4.87157 -8.03115 -8.07837
7090000 248.722 0.64494 0.64494 0.64494 1.04068 1.04674
7100000 2031.07 -3.04364 -3.04364 -3.04364 8.4982 8.58275
7110000 740.542 0.579679 0.579679 0.579679 3.0985 3.1222
7120000 -737.862 -1.05802 -1.05802 -1.05802 -3.08729 -3.10888
7130000 1468.79 2.43238 2.43238 2.43238 6.14557 6.18717
7140000 -1986.5 -0.0720869 -0.0720869 -0.0720869 -8.31171 -8.38155
7150000 1607.41 -5.29564 -5.29564 -5.29564 6.72555 6.80465
7160000 -3496.79 -9.14714 -9.14714 -9.14714 -14.6309 -14.7158
7170000 680.964 11.6483 11.6483 11.6483 2.84922 2.82412
7180000 407.06 -0.599714 -0.599714 -0.599714 1.70318 1.72008
7190000 -2767.52 -16.2084 -16.2084 -16.2084 -11.5796 -11.6089
7200000 -2091.16 -5.21786 -5.21786 -5.21786 -8.74962 -8.80144
7210000 8066.76 25.551 25.551 25.551 33.7521 33.9292
7220000 -6141.07 -20.816 -20.816 -20.816 -25.6948 -25.8238
7230000 6335.59 21.7733 21.7733 21.7733 26.5087 26.6406
7240000 628.5 -0.981782 -0.981782 -0.981782 2.62971 2.65604
7250000 -9338.15 -25.3182 -25.3182 -25.3182 -39.0718 -39.2947
7260000 5712.95 24.929 24.929 24.929 23.9036 24.0001
7270000 -509.114 -1.28766 -1.28766 -1.28766 -2.13019 -2.14273
7280000 659.107 3.70407 3.70407 3.70407 2.75777 2.76541
7290000 546.477 0.321749 0.321749 0.321749 2.28652 2.30445
7300000 -1931.75 -5.26475 -5.26475 -5.26475 -8.08262 -8.12861
7310000 -2862.32 -29.5807 -29.5807 -29.5807 -11.9762 -11.9525
7320000 6277.04 34.4921 34.4921 34.4921 26.2638 26.3399
7330000 -565.263 -0.747371 -0.747371 -0.747371 -2.36512 -2.38192
7340000 -654.548 0.214904 0.214904 0.214904 -2.7387 -2.76271
7350000 5011.45 0.220086 0.220086 0.220086 20.9684 21.1444
7360000 -11590.3 -30.4033 -30.4033 -30.4033 -48.4948 -48.7757
7370000 10221.3 31.4312 31.4312 31.4312 42.7669 42.9952
7380000 -4691.64 -1.06738 -1.06738 -1.06738 -19.6303 -19.7914
7390000 -1505.6 -21.8865 -21.8865 -21.8865 -6.2996 -6.26041
7400000 -6342.17 -18.5805 -18.5805 -18.5805 -26.5363 -26.6818
7410000 10016.9 37.0891 37.0891 37.0891 41.9118 42.109
7420000 -3523.42 7.54537 7.54537 7.54537 -14.7424 -14.8986
7430000 1758.56 -3.04379 -3.04379 -3.04379 7.35798 7.43291
7440000 -63.9653 -3.19489 -3.19489 -3.19489 -0.267637 -0.256415
7450000 143.902 -4.76809 -4.76809 -4.76809 0.602101 0.6273
7460000 551.668 7.6078 7.6078 7.6078 2.30823 2.29561
7470000 671.677 -2.10351 -2.10351 -2.10351 2.81036 2.84296
7480000 -3668.82 -3.06803 -3.06803 -3.06803 -15.3507 -15.4673
7490000 -298.081 -2.48756 -2.48756 -2.48756 -1.2472 -1.24723
7500000 -254.782 -10.5327 -10.5327 -10.5327 -1.06603 -1.03059
7510000 3851.9 13.6402 13.6402 13.6402 16.1168 16.1952
7520000 -6747.54 -21.3483 -21.3483 -21.3483 -28.2324 -28.3805
7530000 9210.19 28.6582 28.6582 28.6582 38.5364 38.7407
7540000 -685.068 -4.77715 -4.77715 -4.77715 -2.86639 -2.87043
7550000 -9002.16 -19.0449 -19.0449 -19.0449 -37.6659 -37.9034
7560000 6821.23 18.8356 18.8356 18.8356 28.5407 28.7021
7570000 587.156 -2.1485 -2.1485 -2.1485 2.45672 2.48652
7580000 -1579.02 -0.0495852 -0.0495852 -0.0495852 -6.60677 -6.66232
7590000 1219.81 3.77697 3.77697 3.77697 5.10382 5.13096
7600000 244.556 -2.8136 -2.8136 -2.8136 1.02325 1.04376
7610000 1006.92 -2.6821 -2.6821 -2.6821 4.21305 4.25992
7620000 -558.76 3.5189 3.5189 3.5189 -2.33791 -2.37248
7630000 -581.723 1.48455 1.48455 1.48455 -2.43399 -2.46079
7640000 1676.48 -4.03909 -4.03909 -4.03909 7.01458 7.09082
7650000 -1203.02 4.95141 4.95141 4.95141 -5.03355 -5.09692
7660000 -4202.29 1.76403 1.76403 1.76403 -17.5828 -17.7386
7670000 3421.03 1.79538 1.79538 1.79538 14.314 14.4272
7680000 -5541.84 -33.5372 -33.5372 -33.5372 -23.1876 -23.2418
7690000 5216.19 31.071 31.071 31.071 21.8251 21.8781
7700000 1018.24 0.619214 0.619214 0.619214 4.26041 4.29375
7710000 47.8771 0.689999 0.689999 0.689999 0.200323 0.199102
7720000 -1167.12 -6.80154 -6.80154 -6.80154 -4.88334 -4.89585
7730000 1425.88 9.68964 9.68964 9.68964 5.96602 5.97549
7740000 -3997.74 -13.6947 -13.6947 -13.6947 -16.7269 -16.8103
7750000 278.419 12.6864 12.6864 12.6864 1.16493 1.12123
