# Time-averaged data for fix flux
# TimeStep c_jVz c_jQzIon c_jQzNa c_jVzIon c_jVzAvg c_jVzAvg_spce
7760000 1999.14 -5.3631 -5.3631 -5.3631 8.36459 8.45781
7770000 1495.79 2.0309 2.0309 2.0309 6.25852 6.30277
7780000 -2618.14 -12.2331 -12.2331 -12.2331 -10.9546 -10.9954
7790000 -1737.8 0.0599 0.0599 0.0599 -7.27114 -7.33275
7800000 6737.28 19.4756 19.4756 19.4756 28.1895 28.3452
7810000 -1348.76 -10.2515 -10.2515 -10.2515 -5.64333 -5.6477
7820000 567.671 3.28897 3.28897 3.28897 2.37519 2.38136
7830000 -2357.05 -6.49248 -6.49248 -6.49248 -9.86212 -9.91795
7840000 1631.08 0.633648 0.633648 0.633648 6.82459 6.8795
7850000 -10522.2 -24.856 -24.856 -24.856 -44.0259 -44.2926
7860000 8196.06 20.4553 20.4553 20.4553 34.2931 34.4962
7870000 -304.607 10.3421 10.3421 10.3421 -1.27451 -1.3289
7880000 1137.2 -4.30735 -4.30735 -4.30735 4.75815 4.81648
7890000 -2317.12 0.0411219 0.0411219 0.0411219 -9.69507 -9.77706
7900000 1722.53 -0.604601 -0.604601 -0.604601 7.20726 7.27063
7910000 555.377 6.41921 6.41921 6.41921 2.32375 2.31628
7920000 -15.3383 -6.55568 -6.55568 -6.55568 -0.064177 -0.0370575
7930000 2853.9 -3.27253 -3.27253 -3.27253 11.941 12.0556
7940000 -4529.88 5.64882 5.64882 5.64882 -18.9535 -19.1372
7950000 -2502.1 -20.7665 -20.7665 -20.7665 -10.469 -10.4698
7960000 1940.04 8.62004 8.62004 8.62004 8.11734 8.14947
7970000 5049.28 10.9815 10.9815 10.9815 21.1267 21.2586
7980000 -3742.62 -5.46464 -5.46464 -5.46464 -15.6595 -15.7686
7990000 -1019.58 2.93856 2.93856 2.93856 -4.26603 -4.31443
8000000 -391.405 2.15608 2.15608 2.15608 -1.63768 -1.6606
8010000 3353.14 1.95672 1.95672 1.95672 14.0299 14.14
8020000 -964.273 -3.43921 -3.43921 -3.43921 -4.03461 -4.05415
8030000 358.386 6.82043 6.82043 6.82043 1.49952 1.4834
8040000 -2368.15 -18.8229 -18.8229 -18.8229 -9.90856 -9.91276
8050000 2392.52 21.0976 21.0976 21.0976 10.0105 10.006
8060000 29.5636 -1.67151 -1.67151 -1.67151 0.123697 0.131794
8070000 184.01 -14.195 -14.195 -14.195 0.769915 0.836307
8080000 -111.925 9.12248 9.12248 9.12248 -0.468305 -0.510748
8090000 -1313.85 1.24219 1.24219 1.24219 -5.49728 -5.54891
8100000 -213.249 -15.3466 -15.3466 -15.3466 -0.892256 -0.835032
8110000 -1118.66 8.48463 8.48463 8.48463 -4.68059 -4.75589
8120000 4466.4 -1.58338 -1.58338 -1.58338 18.6879 18.8523
8130000 -5111.16 9.07136 9.07136 9.07136 -21.3856 -21.6044
8140000 411.642 -12.1548 -12.1548 -12.1548 1.72235 1.78817
8150000 4167.84 12.396 12.396 12.396 17.4387 17.5335
8160000 -457.696 -6.28439 -6.28439 -6.28439 -1.91504 -1.90469
8170000 -1067.64 5.70613 5.70613 5.70613 -4.46712 -4.52889
8180000 -6.06199 -4.27521 -4.27521 -4.27521 -0.025364 -0.00753915
8190000 1056.14 4.95366 4.95366 4.95366 4.41898 4.43537
8200000 -885.317 -2.235 -2.235 -2.235 -3.70425 -3.72608
8210000 315.423 -2.33692 -2.33692 -2.33692 1.31976 1.34076
8220000 739.722 -1.08685 -1.08685 -1.08685 3.09507 3.12578
8230000 -2276.9 1.89705 1.89705 1.89705 -9.52678 -9.61518
8240000 2353.04 5.31987 5.31987 5.31987 9.84535 9.90599
8250000 -1924.32 -5.28366 -5.28366 -5.28366 -8.05155 -8.0972
8260000 805.942 3.22442 3.22442 3.22442 3.37214 3.38699
8270000 -935.683 3.68828 3.68828 3.68828 -3.91499 -3.96359
8280000 401.828 -29.2869 -29.2869 -29.2869 1.68129 1.81905
8290000 852.413 20.4795 20.4795 20.4795 3.56658 3.51027
8300000 155.724 5.75785 5.75785 5.75785 0.651567 0.63277
8310000 -1998.47 -9.44705 -9.44705 -9.44705 -8.36182 -8.39252
8320000 -199.815 0.915084 0.915084 0.915084 -0.836046 -0.846963
8330000 2328.81 6.50652 6.50652 6.50652 9.74396 9.79873
8340000 8.38207 -0.94721 -0.94721 -0.94721 0.0350714 0.039364
8350000 -1218.69 -3.47024 -3.47024 -3.47024 -5.09912 -5.1275
8360000 -1302.88 -3.03417 -3.03417 -3.03417 -5.45138 -5.48458
8370000 2160.22 10.6694 10.6694 10.6694 9.03859 9.06984
8380000 -794.613 -5.44857 -5.44857 -5.44857 -3.32474 -3.32981
8390000 -850.435 -8.33027 -8.33027 -8.33027 -3.55831 -3.55319
8400000 1361.37 10.0633 10.0633 10.0633 5.69611 5.70172
8410000 -876.324 -1.79859 -1.79859 -1.79859 -3.66663 -3.68998
8420000 913.647 -3.19879 -3.19879 -3.19879 3.82279 3.86855
8430000 -1271.75 2.80608 2.80608 2.80608 -5.32111 -5.37786
8440000 -1390.52 2.82197 2.82197 2.82197 -5.81808 -5.87909
8450000 987.681 3.76487 3.76487 3.76487 4.13256 4.15154
8460000 1967.9 -6.68847 -6.68847 -6.68847 8.23391 8.33162
8470000 537.062 -5.75324 -5.75324 -5.75324 2.24712 2.29036
8480000 1110.69 10.6455 10.6455 10.6455 4.64722 4.64152
8490000 -6667.21 -22.6317 -22.6317 -22.6317 -27.8963 -28.0362
8500000 4391.51 16.8226 16.8226 16.8226 18.3745 18.4586
8510000 143.817 5.6006 5.6006 5.6006 0.601744 0.583191
8520000 -1455.33 -1.86461 -1.86461 -1.86461 -6.08925 -6.13277
8530000 5191.48 3.98366 3.98366 3.98366 21.7217 21.8882
8540000 -1330.25 1.61375 1.61375 1.61375 -5.56592 -5.6197
8550000 -1229.81 -11.6512 -11.6512 -11.6512 -5.14566 -5.13992
8560000 -2288.5 3.87825 3.87825 3.87825 -9.5753 -9.67247
8570000 -47.4858 -19.6443 -19.6443 -19.6443 -0.198685 -0.117474
8580000 2961.26 15.9899 15.9899 15.9899 12.3902 12.4273
8590000 -3982.83 8.53791 8.53791 8.53791 -16.6646 -16.8412
8600000 -4538.28 -26.6843 -26.6843 -26.6843 -18.9886 -19.0363
8610000 6562.92 20.8838 20.8838 20.8838 27.4599 27.6035
8620000 -28.8352 7.72532 7.72532 7.72532 -0.120649 -0.154264
8630000 -480.28 -6.82877 -6.82877 -6.82877 -2.00954 -1.99769
8640000 -153.027 -2.59019 -2.59019 -2.59019 -0.640282 -0.634756
8650000 305.215 4.62602 4.62602 4.62602 1.27705 1.26831
8660000 -168.348 -3.11333 -3.11333 -3.11333 -0.704387 -0.697195
8670000 987.378 2.91037 2.91037 2.91037 4.13129 4.15387
8680000 -278.939 -5.05679 -5.05679 -5.05679 -1.16711 -1.15562
8690000 -1404.52 -2.37284 -2.37284 -2.37284 -5.87663 -5.91621
8700000 -1176.28 2.96639 2.96639 2.96639 -4.92166 -4.97571
8710000 -523.509 -17.2374 -17.2374 -17.2374 -2.19042 -2.13617
8720000 1519.17 12.3243 12.3243 12.3243 6.35637 6.35801
8730000 1067.76 3.58105 3.58105 3.58105 4.46762 4.49021
8740000 -32.065 8.19905 8.19905 8.19905 -0.134163 -0.169891
8750000 1479.7 -3.81451 -3.81451 -3.81451 6.19122 6.25956
8760000 629.735 0.968102 0.968102 0.968102 2.63487 2.65302
8770000 -1231.77 3.08576 3.08576 3.08576 -5.15384 -5.21035
8780000 -18.8821 -6.09959 -6.09959 -6.09959 -0.0790047 -0.0539348
8790000 1181.98 -1.98343 -1.98343 -1.98343 4.94551 4.99562
8800000 -77.9407 12.3173 12.3173 12.3173 -0.326112 -0.380835
8810000 -1283.43 -11.8141 -11.8141 -11.8141 -5.37001 -5.36547
8820000 359.569 -2.16552 -2.16552 -2.16552 1.50447 1.52631
8830000 -1570.39 8.11707 8.11707 8.11707 -6.57065 -6.66035
8840000 -32.1878 -3.71622 -3.71622 -3.71622 -0.134677 -0.120133
8850000 352.843 8.00869 8.00869 8.00869 1.47633 1.455
8860000 410.153 -11.2303 -11.2303 -11.2303 1.71612 1.77799
8870000 -1868.19 -6.70594 -6.70594 -6.70594 -7.8167 -7.85436
8880000 1718.41 15.0567 15.0567 15.0567 7.19001 7.18715
8890000 870.151 -2.52454 -2.52454 -2.52454 3.6408 3.68218
8900000 -693.209 -4.63521 -4.63521 -4.63521 -2.90045 -2.90537
8910000 -2789.73 -15.6528 -15.6528 -15.6528 -11.6725 -11.705
8920000 5111.71 22.6737 22.6737 22.6737 21.3879 21.4727
8930000 1303.71 2.5844 2.5844 2.5844 5.45487 5.49
8940000 -2304.16 -3.69917 -3.69917 -3.69917 -9.64082 -9.70657
8950000 -2410.49 -21.2457 -21.2457 -21.2457 -10.0857 -10.0812
8960000 151.776 21.2596 21.2596 21.2596 0.635044 0.5507
8970000 -1170.75 -5.92977 -5.92977 -5.92977 -4.89853 -4.91485
8980000 1729.42 0.608063 0.608063 0.608063 7.23605 7.29455
8990000 -2968.55 -14.6109 -14.6109 -14.6109 -12.4207 -12.4639
9000000 1844.61 17.6291 17.6291 17.6291 7.71805 7.7088
9010000 -1543.34 5.1182 5.1182 5.1182 -6.45748 -6.53357
9020000 2212.74 -1.81854 -1.81854 -1.81854 9.25833 9.34414
9030000 2398.98 8.58949 8.58949 8.58949 10.0376 10.086
9040000 -144.457 -15.3098 -15.3098 -15.3098 -0.604422 -0.544924
9050000 581.647 -2.5861 -2.5861 -2.5861 2.43367 2.46512
9060000 -1116.69 11.4651 11.4651 11.4651 -4.67232 -4.76013
9070000 -1154.29 -7.90765 -7.90765 -7.90765 -4.82964 -4.83704
9080000 -952.023 3.19908 3.19908 3.19908 -3.98336 -4.03047
9090000 368.013 -3.87259 -3.87259 -3.87259 1.5398 1.56914
9100000 -2925.76 4.17097 4.17097 4.17097 -12.2417 -12.3626
9110000 1266.91 -2.09303 -2.09303 -2.09303 5.30087 5.35444
9120000 2807.13 2.195 2.195 2.195 11.7453 11.8352
9130000 -682.061 -1.37489 -1.37489 -1.37489 -2.85381 -2.8721
9140000 -3585.44 -18.6905 -18.6905 -18.6905 -15.0019 -15.0496
9150000 4294.48 16.845 16.845 16.845 17.9686 18.0491
9160000 1253 -1.94065 -1.94065 -1.94065 5.24268 5.29511
9170000 256.555 6.23142 6.23142 6.23142 1.07345 1.05622
9180000 1348.32 4.90253 4.90253 4.90253 5.6415 5.66842
9190000 -1507.77 -4.94842 -4.94842 -4.94842 -6.30865 -6.341
9200000 1284.46 9.59567 9.59567 9.59567 5.37429 5.37916
9210000 -8594.33 -41.217 -41.217 -41.217 -35.9595 -36.0891
9220000 5901.67 32.193 32.193 32.193 24.6932 24.7657
9230000 497.885 -0.708071 -0.708071 -0.708071 2.0832 2.10377
9240000 -5194.9 -26.9453 -26.9453 -26.9453 -21.736 -21.8057
9250000 4178.61 23.685 23.685 23.685 17.4837 17.5313
9260000 -3908.69 1.5922 1.5922 1.5922 -16.3543 -16.4991
9270000 -579.848 -20.1173 -20.1173 -20.1173 -2.42614 -2.36173
9280000 5669.2 19.1499 19.1499 19.1499 23.7205 23.8399
9290000 -3131.13 -0.58667 -0.58667 -0.58667 -13.101 -13.209
9300000 532.503 0.279511 0.279511 0.279511 2.22805 2.24567
9310000 198.007 -1.57129 -1.57129 -1.57129 0.82848 0.842101
9320000 -617.58 0.418367 0.418367 0.418367 -2.58402 -2.60759
9330000 3188.1 6.03846 6.03846 6.03846 13.3393 13.4264
9340000 1053.94 -2.63748 -2.63748 -2.63748 4.40981 4.45815
9350000 -5411.31 -15.5813 -15.5813 -15.5813 -22.6415 -22.7668
9360000 -135.725 -0.307965 -0.307965 -0.307965 -0.567888 -0.571381
9370000 5308.83 15.6973 15.6973 15.6973 22.2127 22.3339
9380000 -12157.4 -25.6815 -25.6815 -25.6815 -50.8677 -51.1886
9390000 8725.95 19.4407 19.4407 19.4407 36.5103 36.7363
9400000 -567.88 -8.11887 -8.11887 -8.11887 -2.37607 -2.36186
9410000 531.05 11.7691 11.7691 11.7691 2.22197 2.19106
9420000 2176.13 2.69158 2.69158 2.69158 9.10514 9.17062
9430000 -669.891 1.28028 1.28028 1.28028 -2.80289 -2.83195
9440000 -41.1112 -0.602176 -0.602176 -0.602176 -0.172013 -0.170924
9450000 1317.73 -1.47388 -1.47388 -1.47388 5.51352 5.56627
9460000 -3986.74 -17.8073 -17.8073 -17.8073 -16.6809 -16.7466
9470000 5539.24 25.9214 25.9214 25.9214 23.1767 23.2629
9480000 -547.926 -6.28081 -6.28081 -6.28081 -2.29258 -2.28542
9490000 71.0095 -1.80248 -1.80248 -1.80248 0.297111 0.307224
9500000 -3218.31 -7.98129 -7.98129 -7.98129 -13.4657 -13.5457
9510000 -3065.72 3.86091 3.86091 3.86091 -12.8273 -12.9518
9520000 4181.59 6.22369 6.22369 6.22369 17.4962 17.6176
9530000 -556.982 -7.61247 -7.61247 -7.61247 -2.33047 -2.31802
9540000 2187.27 10.6154 10.6154 10.6154 9.15176 9.18419
9550000 -1196.7 -2.94831 -2.94831 -2.94831 -5.00711 -5.03692
9560000 -355.261 -8.29335 -8.29335 -8.29335 -1.48645 -1.464
9570000 -954.096 5.06354 5.06354 5.06354 -3.99203 -4.04709
9580000 247.515 1.77553 1.77553 1.77553 1.03563 1.03687
9590000 859.147 -1.30818 -1.30818 -1.30818 3.59476 3.63061
9600000 -1948.79 -2.09498 -2.09498 -2.09498 -8.15393 -8.2139
9610000 -1346.84 -10.5987 -10.5987 -10.5987 -5.6353 -5.63813
9620000 4901.22 17.2997 17.2997 17.2997 20.5072 20.6073
9630000 915.09 -6.5664 -6.5664 -6.5664 3.82883 3.88885
9640000 -2194.73 -1.91236 -1.91236 -1.91236 -9.18298 -9.2524
9650000 -2868.15 -5.46007 -5.46007 -5.46007 -12.0006 -12.0789
9660000 1157.28 -0.169055 -0.169055 -0.169055 4.84219 4.88376
9670000 -6567.08 -21.2443 -21.2443 -21.2443 -27.4773 -27.6196
9680000 -786.626 31.2054 31.2054 31.2054 -3.29132 -3.45077
9690000 750.451 -4.39515 -4.39515 -4.39515 3.13996 3.18501
9700000 1162.88 10.7817 10.7817 10.7817 4.86559 4.86116
9710000 2048.98 -2.97284 -2.97284 -2.97284 8.57313 8.65802
9720000 1964.7 3.89243 3.89243 3.89243 8.22048 8.27343
9730000 -6686.78 -18.7144 -18.7144 -18.7144 -27.9782 -28.1353
9740000 6299.55 10.4306 10.4306 10.4306 26.358 26.5364
9750000 -10587.1 -20.9355 -20.9355 -20.9355 -44.2973 -44.5828
9760000 10558.9 33.3731 33.3731 33.3731 44.1795 44.4115
9770000 -510.213 -8.55356 -8.55356 -8.55356 -2.13478 -2.11671
9780000 26297.2 212.397 212.397 212.397 110.03 110.063
9790000 3711.3 42.7199 42.7199 42.7199 15.5285 15.4792
9800000 7844.82 57.2795 57.2795 57.2795 32.8235 32.8588
9810000 17785 76.2635 76.2635 76.2635 74.4143 74.7205
9820000 6264.12 33.7195 33.7195 33.7195 26.2097 26.2886
9830000 -3515.9 -16.953 -16.953 -16.953 -14.7109 -14.7635
9840000 -178.278 -7.8198 -7.8198 -7.8198 -0.745934 -0.719234
9850000 7044.1 19.3841 19.3841 19.3841 29.4732 29.6401
9860000 -930.411 2.07363 2.07363 2.07363 -3.89293 -3.93454
9870000 141.452 -2.20002 -2.20002 -2.20002 0.591849 0.606126
9880000 -1822.08 1.8624 1.8624 1.8624 -7.62377 -7.69597
9890000 1644.61 -1.30799 -1.30799 -1.30799 6.88122 6.94481
9900000 10251.3 42.7629 42.7629 42.7629 42.8924 43.0739
9910000 4241.1 36.7624 36.7624 36.7624 17.7452 17.7398
9920000 14874.1 89.4083 89.4083 89.4083 62.2349 62.3828
9930000 -1405.04 -39.1553 -39.1553 -39.1553 -5.87882 -5.76321
9940000 1021.24 4.91457 4.91457 4.91457 4.27298 4.2883
9950000 5410.64 58.8607 58.8607 58.8607 22.6387 22.5814
9960000 13734 72.164 72.164 72.164 57.4645 57.6449
9970000 4001.93 32.0726 32.0726 32.0726 16.7445 16.7505
9980000 21806.7 114.18 114.18 114.18 91.2415 91.5297
9990000 -4816.62 -30.01 -30.01 -30.01 -20.1532 -20.1967
10000000 16928.7 108.348 108.348 108.348 70.8313 70.9719
10010000 16346.1 37.0443 37.0443 37.0443 68.3937 68.8145
10020000 22145.9 99.2976 99.2976 99.2976 92.6607 93.0237
10030000 -376.33 10.7027 10.7027 10.7027 -1.5746 -1.63305
10040000 -2715.86 5.72797 5.72797 5.72797 -11.3634 -11.4835
10050000 8095.33 30.6431 30.6431 30.6431 33.8717 34.0282
10060000 35059.7 204.599 204.599 204.599 146.693 147.068
10070000 12691.6 19.21 19.21 19.21 53.1028 53.4699
10080000 -1728.55 15.9811 15.9811 15.9811 -7.23242 -7.36089
10090000 11980 46.9639 46.9639 46.9639 50.1256 50.3505
10100000 6275.53 48.8156 48.8156 48.8156 26.2575 26.2731
10110000 -1846.06 -7.81003 -7.81003 -7.81003 -7.72411 -7.75634
10120000 1039.44 -16.8393 -16.8393 -16.8393 4.3491 4.45686
10130000 -1060.58 2.85522 2.85522 2.85522 -4.43757 -4.48706
10140000 9517.43 75.6819 75.6819 75.6819 39.8219 39.8386
10150000 20726 73.0393 73.0393 73.0393 86.7196 87.1432
10160000 -2431.65 11.6665 11.6665 11.6665 -10.1743 -10.3094
10170000 10815.4 27.9154 27.9154 27.9154 45.2526 45.5167
10180000 11939.1 68.7402 68.7402 68.7402 49.9545 50.086
10190000 16902.3 36.3748 36.3748 36.3748 70.7209 71.1642
10200000 602.614 5.8491 5.8491 5.8491 2.5214 2.518
10210000 4256.48 51.9398 51.9398 51.9398 17.8095 17.7407
10220000 6054.72 20.6525 20.6525 20.6525 25.3336 25.4602
10230000 11677.2 52.2748 52.2748 52.2748 48.8587 49.0505
10240000 29407.6 138.556 138.556 138.556 123.045 123.498
10250000 254.933 18.5603 18.5603 18.5603 1.06667 0.997354
10260000 3566.54 9.07876 9.07876 9.07876 14.9228 15.0104
10270000 -1144.88 -0.346879 -0.346879 -0.346879 -4.79029 -4.82925
10280000 1609.09 10.2301 10.2301 10.2301 6.7326 6.74625
10290000 1085.14 -3.82046 -3.82046 -3.82046 4.54034 4.59477
10300000 -6324.76 -20.1374 -20.1374 -20.1374 -26.4634 -26.6018
10310000 1786.92 5.98753 5.98753 5.98753 7.47665 7.51448
10320000 3674.08 13.2633 13.2633 13.2633 15.3727 15.4465
10330000 296.101 -0.405794 -0.405794 -0.405794 1.23892 1.25108
10340000 -3085.9 -3.28177 -3.28177 -3.28177 -12.9117 -13.0068
10350000 295.888 5.4703 5.4703 5.4703 1.23802 1.22539
10360000 540.616 -0.729455 -0.729455 -0.729455 2.26199 2.28416
10370000 563.597 -1.18956 -1.18956 -1.18956 2.35814 2.38306
10380000 -1284.42 -1.81837 -1.81837 -1.81837 -5.37414 -5.41182
10390000 1195.43 -0.0883429 -0.0883429 -0.0883429 5.00182 5.0444
10400000 -1204.2 -0.691471 -0.691471 -0.691471 -5.0385 -5.07811
10410000 -1562.78 1.86803 1.86803 1.86803 -6.53883 -6.60189
10420000 1183.56 -22.332 -22.332 -22.332 4.95214 5.08816
10430000 6849.32 32.8881 32.8881 32.8881 28.6582 28.7613
10440000 -12578.3 -37.3919 -37.3919 -37.3919 -52.6289 -52.9153
10450000 7695.17 29.6383 29.6383 29.6383 32.1974 32.344
10460000 -2835.71 1.08939 1.08939 1.08939 -11.8649 -11.9696
10470000 -1179.78 -3.84141 -3.84141 -3.84141 -4.93632 -4.96177
10480000 -1751.17 -9.13825 -9.13825 -9.13825 -7.32707 -7.35034
10490000 -4939.98 -30.9477 -30.9477 -30.9477 -20.6694 -20.7132
10500000 903.526 36.5357 36.5357 36.5357 3.78044 3.65819
10510000 864.213 2.59757 2.59757 2.59757 3.61595 3.63551
10520000 -1071.17 -6.60593 -6.60593 -6.60593 -4.48187 -4.49182
10530000 -1725.34 8.52562 8.52562 8.52562 -7.21899 -7.31588
10540000 4257.26 1.94515 1.94515 1.94515 17.8128 17.9549
10550000 -19.0146 -10.3856 -10.3856 -10.3856 -0.079559 -0.0364092
10560000 53.1217 1.71147 1.71147 1.71147 0.222266 0.216921
10570000 2233.25 12.2581 12.2581 12.2581 9.34414 9.37127
10580000 -10322.7 -41.3099 -41.3099 -41.3099 -43.1913 -43.3815
10590000 -307.556 1.53576 1.53576 1.53576 -1.28685 -1.30419
10600000 5825.9 14.9945 14.9945 14.9945 24.3762 24.5186
10610000 2987.78 9.48998 9.48998 9.48998 12.5012 12.5666
10620000 1281.5 11.7937 11.7937 11.7937 5.36191 5.3574
10630000 -1576.26 -5.74243 -5.74243 -5.74243 -6.59524 -6.62666
10640000 -719.228 4.7643 4.7643 4.7643 -3.00932 -3.05482
10650000 -1585.6 -8.44469 -8.44469 -8.44469 -6.6343 -6.65466
10660000 521.414 -2.4901 -2.4901 -2.4901 2.18165 2.21057
10670000 -174.225 8.37059 8.37059 8.37059 -0.728977 -0.770447
10680000 3280.36 0.552542 0.552542 0.552542 13.7253 13.8388
10690000 -9412.81 -28.6755 -28.6755 -28.6755 -39.3841 -39.5955
10700000 7518.25 30.3956 30.3956 30.3956 31.4571 31.5943
10710000 -896.386 -8.22835 -8.22835 -8.22835 -3.75057 -3.7475
10720000 -1632.26 -16.439 -16.439 -16.439 -6.82954 -6.81781
10730000 -4883.5 6.45621 6.45621 6.45621 -20.433 -20.6327
10740000 8708.4 8.55509 8.55509 8.55509 36.4368 36.7082
10750000 1249.86 2.29119 2.29119 2.29119 5.22953 5.264
10760000 -83.9644 7.51517 7.51517 7.51517 -0.351316 -0.38599
10770000 -99.8583 -1.53445 -1.53445 -1.53445 -0.417817 -0.414869
10780000 1005.77 7.67261 7.67261 7.67261 4.20826 4.2114
10790000 -2669.25 -12.2979 -12.2979 -12.2979 -11.1684 -11.2108
10800000 -1019.76 8.29219 8.29219 8.29219 -4.26676 -4.33775
10810000 274.245 -11.1553 -11.1553 -11.1553 1.14747 1.20422
10820000 -2188.73 3.15503 3.15503 3.15503 -9.15788 -9.24848
10830000 2640.58 3.0419 3.0419 3.0419 11.0485 11.1289
10840000 395.73 -3.76213 -3.76213 -3.76213 1.65577 1.68562
10850000 1604.51 8.79657 8.79657 8.79657 6.71345 6.73298
10860000 -3459.51 -5.19326 -5.19326 -5.19326 -14.4749 -14.5752
10870000 -976.099 -5.53091 -5.53091 -5.53091 -4.08409 -4.09522
10880000 -1341.1 2.46544 2.46544 2.46544 -5.61129 -5.66905
10890000 6024.64 3.60865 3.60865 3.60865 25.2077 25.4052
10900000 -2802.29 0.0341241 0.0341241 0.0341241 -11.7251 -11.8242
10910000 -1944.03 -11.8409 -11.8409 -11.8409 -8.13401 -8.15269
10920000 -2073.94 -12.1464 -12.1464 -12.1464 -8.67758 -8.69956
10930000 5372.7 18.9898 18.9898 18.9898 22.4799 22.5895
10940000 127.737 11.8156 11.8156 11.8156 0.534466 0.489122
10950000 -3031.9 -7.83944 -7.83944 -7.83944 -12.6858 -12.7597
10960000 481.348 6.20469 6.20469 6.20469 2.01401 2.00483
10970000 973.984 -6.64228 -6.64228 -6.64228 4.07525 4.13767
10980000 -169.746 8.33416 8.33416 8.33416 -0.710235 -0.751394
10990000 -2187.65 -11.2375 -11.2375 -11.2375 -9.15333 -9.18316
11000000 2032.31 7.18802 7.18802 7.18802 8.50337 8.5448
11010000 3077.83 -5.58278 -5.58278 -5.58278 12.8779 13.0102
11020000 -367.255 1.87281 1.87281 1.87281 -1.53663 -1.5575
11030000 -956.565 4.75287 4.75287 4.75287 -4.00237 -4.05619
11040000 -3825.69 -15.5744 -15.5744 -15.5744 -16.0071 -16.0764
11050000 -854.199 -13.0392 -13.0392 -13.0392 -3.57405 -3.5492
11060000 8042.1 26.1776 26.1776 26.1776 33.649 33.8225
11070000 -3058.44 -0.564361 -0.564361 -0.564361 -12.7968 -12.9024
11080000 -20.946 6.11476 6.11476 6.11476 -0.0876401 -0.11418
11090000 -733.473 -15.9006 -15.9006 -15.9006 -3.06892 -3.02773
11100000 -2172.68 12.2 12.2 12.2 -9.09071 -9.2189
11110000 1151.98 -5.79511 -5.79511 -5.79511 4.82 4.88513
11120000 1409.94 8.16381 8.16381 8.16381 5.89932 5.91465
11130000 651.553 -5.48479 -5.48479 -5.48479 2.72616 2.77231
11140000 1108.49 -0.617834 -0.617834 -0.617834 4.63802 4.67976
11150000 -3434.49 -3.93845 -3.93845 -3.93845 -14.3703 -14.4749
11160000 -421.139 -1.05354 -1.05354 -1.05354 -1.76209 -1.77251
11170000 -2464.96 4.35331 4.35331 4.35331 -10.3136 -10.419
11180000 4251.54 9.12295 9.12295 9.12295 17.7889 17.9005
11190000 952.096 -2.22825 -2.22825 -2.22825 3.98366 4.02668
11200000 -6975.58 -10.9988 -10.9988 -10.9988 -29.1865 -29.3864
11210000 5163.75 -25.4702 -25.4702 -25.4702 21.6057 21.8955
11220000 5112.89 28.3739 28.3739 28.3739 21.3928 21.4536
11230000 1039.76 -4.21605 -4.21605 -4.21605 4.35047 4.40497
11240000 -477.048 8.50458 8.50458 8.50458 -1.99602 -2.04875
11250000 -984.055 -5.13495 -5.13495 -5.13495 -4.11738 -4.13046
11260000 2574.78 3.28213 3.28213 3.28213 10.7732 10.8502
11270000 117.168 4.06 4.06 4.06 0.490242 0.477248
11280000 -4031.51 -6.23426 -6.23426 -6.23426 -16.8682 -16.9843
11290000 -300.411 -23.8252 -23.8252 -23.8252 -1.25695 -1.16703
11300000 -2634.27 1.44298 1.44298 1.44298 -11.0221 -11.1212
11310000 6394.86 25.2504 25.2504 25.2504 26.7567 26.876
11320000 -3394.62 -13.896 -13.896 -13.896 -14.2034 -14.2647
11330000 -5124.5 -29.6794 -29.6794 -29.6794 -21.4414 -21.4971
11340000 449.953 2.35548 2.35548 2.35548 1.88265 1.8886
11350000 1364.84 13.7122 13.7122 13.7122 5.71063 5.70097
11360000 326.403 25.2603 25.2603 25.2603 1.3657 1.27064
11370000 -826.055 -1.52404 -1.52404 -1.52404 -3.4563 -3.47903
11380000 1330.49 8.17046 8.17046 8.17046 5.56691 5.57942
11390000 -4691.34 -7.85219 -7.85219 -7.85219 -19.629 -19.7616
11400000 1746.51 0.957872 0.957872 0.957872 7.30756 7.36518
11410000 -53.9717 -10.8536 -10.8536 -10.8536 -0.225823 -0.181933
11420000 2266.83 10.7734 10.7734 10.7734 9.48465 9.51924
11430000 683.56 -0.462245 -0.462245 -0.462245 2.86008 2.88617
11440000 -688.408 7.46141 7.46141 7.46141 -2.88037 -2.93616
11450000 -976.1 -6.65648 -6.65648 -6.65648 -4.0841 -4.09048
11460000 7932.9 27.5831 27.5831 27.5831 33.192 33.3558
11470000 24712.3 173.721 173.721 173.721 103.399 103.538
11480000 11736.2 52.0666 52.0666 52.0666 49.1055 49.3002
11490000 -159.461 -0.752492 -0.752492 -0.752492 -0.667203 -0.669658
11500000 1974.26 0.616668 0.616668 0.616668 8.2605 8.3276
11510000 4344.78 16.5619 16.5619 16.5619 18.179 18.2625
11520000 -1448.39 1.92143 1.92143 1.92143 -6.06021 -6.11946
11530000 -887.544 -1.78612 -1.78612 -1.78612 -3.71357 -3.73738
11540000 -907.804 0.573139 0.573139 0.573139 -3.79834 -3.83281
11550000 1347.74 -14.0007 -14.0007 -14.0007 5.63908 5.74574
11560000 1374.36 20.0994 20.0994 20.0994 5.75044 5.71416
11570000 -1721.19 -2.61161 -2.61161 -2.61161 -7.20164 -7.25139
11580000 18683 89.1165 89.1165 89.1165 78.1717 78.4554
11590000 2364.23 7.36138 7.36138 7.36138 9.89216 9.94457
